instance,source,domain,stratum,declared_result,distinct_definite_answers,modes_solved,modes_run,answer_A_cadical,answer_B_kissat,answer_C_lkk_cadical,answer_D_lkk_kissat,answer_E_lkk_selector,conflicting_answers,disagrees_with_declared,passed
uuf250-074.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-076.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-078.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-079.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-08.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-080.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-081.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-082.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-083.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-084.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-085.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-086.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-087.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-088.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-089.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-09.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-090.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-091.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-093.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-095.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-096.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-097.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf250-099.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
